2020-06-22,910
2020-06-23,1277
2020-06-24,1514
2020-06-25,1552
2020-06-26,1921
2020-06-27,1700
2020-06-28,894
2020-06-29,1151
2020-06-30,1427
2020-07-01,2265
2020-07-02,2042
2020-07-03,2237
2020-07-04,1863
2020-07-05,1126
2020-07-06,1503
2020-07-07,1987
2020-07-08,2621
2020-07-09,2380
2020-07-10,2912
2020-07-11,2160
2020-07-12,2263
2020-07-13,2437
2020-07-14,2533
2020-07-15,2706
2020-07-16,2825
2020-07-17,3244
2020-07-18,2672
2020-07-19,1600
2020-07-20,2155
2020-07-21,2933
2020-07-22,3076
2020-07-23,2621
2020-07-24,2790
2020-07-25,2289
2020-07-26,1592
2020-07-27,2130
2020-07-28,2369
2020-07-29,2454
2020-07-30,2352
2020-07-31,2524
2020-08-01,2087
2020-08-02,1055
2020-08-03,1409
2020-08-04,1945
2020-08-05,2073
2020-08-06,2040
2020-08-07,2008
2020-08-08,1576
2020-08-09,962
2020-08-10,1100
2020-08-11,1338
2020-08-12,1617
2020-08-13,1551
2020-08-14,1540
2020-08-15,1186
2020-08-16,1361
2020-08-17,1092
2020-08-18,1326
2020-08-19,1507
2020-08-20,1396
2020-08-21,1212
2020-08-22,1074
2020-08-23,563
2020-08-24,860
2020-08-25,1217
2020-08-26,1363
2020-08-27,1486
2020-08-28,3249
2020-08-29,1122
2020-08-30,631
2020-08-31,1073
2020-09-01,1090
2020-09-02,1235
2020-09-03,1278
2020-09-04,1193
2020-09-05,1028
2020-09-06,556
2020-09-07,732
2020-09-08,940
2020-09-09,1191
2020-09-10,1227
2020-09-11,1138
2020-09-12,951
2020-09-13,770
2020-09-14,916
2020-09-15,971
2020-09-16,1120
2020-09-17,1156
2020-09-18,957
2020-09-19,842
2020-09-20,547
2020-09-21,956
2020-09-22,946
2020-09-23,1022
2020-09-24,1119
2020-09-25,1043
2020-09-26,779
2020-09-27,589
2020-09-28,822
2020-09-29,918
2020-09-30,1064
2020-10-01,989
2020-10-02,1044
2020-10-03,797
2020-10-04,611
2020-10-05,912
2020-10-06,967
2020-10-07,1192
2020-10-08,1233
2020-10-09,1220
2020-10-10,899
2020-10-11,692
2020-10-12,938
2020-10-13,1254
2020-10-14,1207
2020-10-15,1388
2020-10-16,1300
2020-10-17,846
2020-10-18,764
2020-10-19,1271
2020-10-20,1446
2020-10-21,1389
2020-10-22,1500
2020-10-23,1494
2020-10-24,1168
2020-10-25,875
2020-10-26,1259
2020-10-27,1478
2020-10-28,1785
2020-10-29,1461
2020-10-30,1672
2020-10-31,1151
2020-11-01,860
2020-11-02,1381
2020-11-03,1588
2020-11-04,1645
2020-11-05,1953
2020-11-06,1918
2020-11-07,1337
2020-11-08,1073
2020-11-09,1812
2020-11-10,2090
2020-11-11,1893
2020-11-12,1940
2020-11-13,2060
2020-11-14,1456
2020-11-15,1177
2020-11-16,1715
2020-11-17,2355
2020-11-18,2218
2020-11-19,2190
2020-11-20,2139
2020-11-21,1737
2020-11-22,1093
2020-11-23,2086
2020-11-24,2061
2020-11-25,2199
2020-11-26,734
2020-11-27,2213
2020-11-28,1917
2020-11-29,1517
2020-11-30,2993
2020-12-01,3192
2020-12-02,4137
2020-12-03,3178
2020-12-04,2936
2020-12-05,2592
2020-12-06,1830
2020-12-07,2890
2020-12-08,3232
2020-12-09,3537
2020-12-10,3945
2020-12-11,3909
2020-12-12,2776
2020-12-13,2503
2020-12-14,3325
2020-12-15,4114
2020-12-16,4944
2020-12-17,4131
2020-12-18,3755
2020-12-19,2763
2020-12-20,2147
2020-12-21,3625
2020-12-22,3722
2020-12-23,4131
2020-12-24,3055
2020-12-25,875
2020-12-26,1976
2020-12-27,1754
2020-12-28,3809
2020-12-29,4171
2020-12-30,4677
2020-12-31,3972
2021-01-01,2549
2021-01-02,2395
2021-01-03,2034
2021-01-04,3161
2021-01-05,2513
2021-01-06,4884
2021-01-07,4089
2021-01-08,3456
2021-01-09,2776
2021-01-10,1875
2021-01-11,3101
2021-01-12,3158
2021-01-13,3412
2021-01-14,3115
2021-01-15,2923
2021-01-16,1729
2021-01-17,468
2021-01-18,2818
2021-01-19,3210
2021-01-20,2938
2021-01-21,2269
2021-01-22,2466
2021-01-23,1850
2021-01-24,1387
2021-01-25,2125
2021-01-26,2239
2021-01-27,2379
2021-01-28,2164
2021-01-29,1337
2021-01-30,1388
2021-01-31,986
2021-02-01,1657
2021-02-02,1548
2021-02-03,1777
2021-02-04,1701
2021-02-05,1577
2021-02-06,1309
2021-02-07,756
2021-02-08,1238
2021-02-09,1655
2021-02-10,1292
2021-02-11,1101
2021-02-12,1420
2021-02-13,888
2021-02-14,588
2021-02-15,781
2021-02-16,601
2021-02-17,1058
2021-02-18,1102
2021-02-19,1020
2021-02-20,729
2021-02-21,444
2021-02-22,1088
2021-02-23,698
2021-02-24,3074
2021-02-25,944
2021-02-26,906
2021-02-27,433
2021-02-28,378
2021-03-01,760
2021-03-02,601
2021-03-03,645
2021-03-04,454
2021-03-05,578
2021-03-06,324
2021-03-07,296
2021-03-08,608
2021-03-09,607
2021-03-10,500
2021-03-11,545
2021-03-12,502
2021-03-13,308
2021-03-14,124
2021-03-15,481
2021-03-16,525
2021-03-17,433
2021-03-18,481
2021-03-19,398
2021-03-20,300
2021-03-21,182
2021-03-22,585
2021-03-23,417
2021-03-24,486
2021-03-25,364
2021-03-26,486
2021-03-27,287
2021-03-28,221
2021-03-29,472
2021-03-30,544
2021-03-31,486
2021-04-01,432
2021-04-02,337
2021-04-03,167
2021-04-04,85
2021-04-05,344
2021-04-06,511
2021-04-07,477
2021-04-08,385
2021-04-09,367
2021-04-10,242
2021-04-11,131
2021-04-12,430
2021-04-13,532
2021-04-14,467
2021-04-15,390
2021-04-16,531
2021-04-17,254
2021-04-18,151
2021-04-19,584
2021-04-20,541
2021-04-21,1152
2021-04-22,442
2021-04-23,401
2021-04-24,248
2021-04-25,166
2021-04-26,428
2021-04-27,463
2021-04-28,433
2021-04-29,516
2021-04-30,540
2021-05-01,260
2021-05-02,261
2021-05-03,566
2021-05-04,527
2021-05-05,522
2021-05-06,454
2021-05-07,465
2021-05-08,255
2021-05-09,194
2021-05-10,445
2021-05-11,491
2021-05-12,360
2021-05-13,459
2021-05-14,376
2021-05-15,286
2021-05-16,164
2021-05-17,370
2021-05-18,412
2021-05-19,422
2021-05-20,336
2021-05-21,294
2021-05-22,252
2021-05-23,171
2021-05-24,364
2021-05-25,333
2021-05-26,337
2021-05-27,283
2021-05-28,304
2021-05-29,163
2021-05-30,133
2021-05-31,105
2021-06-01,291
2021-06-02,266
2021-06-03,284
2021-06-04,249
2021-06-05,121
2021-06-06,97
2021-06-07,268
2021-06-08,194
2021-06-09,185
2021-06-10,204
2021-06-11,263
2021-06-12,121
2021-06-13,95
2021-06-14,223
2021-06-15,147
2021-06-16,120
2021-06-17,70
2021-06-18,203
2021-06-19,100
2021-06-20,88
2021-06-21,220
2021-06-22,275
2021-06-23,299
2021-06-24,238
2021-06-25,223
2021-06-26,137
2021-06-27,146
2021-06-28,311
2021-06-29,285
2021-06-30,304
2021-07-01,302
2021-07-02,255
2021-07-03,223
2021-07-04,120
2021-07-05,243
2021-07-06,445
2021-07-07,492
2021-07-08,486
2021-07-09,421
2021-07-10,341
2021-07-11,297
2021-07-12,621
2021-07-13,711
2021-07-14,694
2021-07-15,855
2021-07-16,927
2021-07-17,631
2021-07-18,631
2021-07-19,1339
2021-07-20,1542
2021-07-21,1486
2021-07-22,1565
2021-07-23,1953
2021-07-24,1300
2021-07-25,1182
2021-07-26,2497
2021-07-27,3008
2021-07-28,3485
2021-07-29,2928
2021-07-30,2865
2021-07-31,2467
2021-08-01,2192
2021-08-02,3611
2021-08-03,4352
2021-08-04,4201
2021-08-05,4253
2021-08-06,4092
2021-08-07,3267
2021-08-08,2115
2021-08-09,3928
2021-08-10,4129
2021-08-11,4138
2021-08-12,3110
2021-08-13,2200
2021-08-14,2320
2021-08-15,1962
2021-08-16,3961
2021-08-17,3910
2021-08-18,4011
2021-08-19,2872
2021-08-20,3967
2021-08-21,3171
2021-08-22,2111
2021-08-23,3481
2021-08-24,2230
2021-08-25,5555
2021-08-26,4713
2021-08-27,4190
2021-08-28,3321
2021-08-29,2329
2021-08-30,3842
2021-08-31,4397
2021-09-01,4758
2021-09-02,4225
2021-09-03,4281
2021-09-04,2590
2021-09-05,1817
2021-09-06,1713
2021-09-07,3186
2021-09-08,3907
2021-09-09,3237
2021-09-10,3064
2021-09-11,2210
2021-09-12,1528
2021-09-13,2613
2021-09-14,2712
2021-09-15,2734
2021-09-16,2469
2021-09-17,2152
2021-09-18,1508
2021-09-19,1087
2021-09-20,1644
2021-09-21,1851
2021-09-22,2210
2021-09-23,1878
2021-09-24,1700
2021-09-25,1031
2021-09-26,691
2021-09-27,1575
2021-09-28,1645
2021-09-29,1503
2021-09-30,1372
2021-10-01,1207
2021-10-02,796
2021-10-03,623
2021-10-04,1212
2021-10-05,1162
2021-10-06,1313
2021-10-07,1142
2021-10-08,990
2021-10-09,569
2021-10-10,388
2021-10-11,961
2021-10-12,961
2021-10-13,993
2021-10-14,767
2021-10-15,661
2021-10-16,461
2021-10-17,301
2021-10-18,740
2021-10-19,630
2021-10-20,700
2021-10-21,619
2021-10-22,559
2021-10-23,342
2021-10-24,242
2021-10-25,516
2021-10-26,449
2021-10-27,542
2021-10-28,438
2021-10-29,436
2021-10-30,294
2021-10-31,194
2021-11-01,456
2021-11-02,471
2021-11-03,427
2021-11-04,423
2021-11-05,360
2021-11-06,266
2021-11-07,216
2021-11-08,410
2021-11-09,470
2021-11-10,314
2021-11-11,486
2021-11-12,350
2021-11-13,262
2021-11-14,166
2021-11-15,402
2021-11-16,438
2021-11-17,459
2021-11-18,369
2021-11-19,396
2021-11-20,265
2021-11-21,209
2021-11-22,454
2021-11-23,432
2021-11-24,443
2021-11-25,157
2021-11-26,289
2021-11-27,224
2021-11-28,254
2021-11-29,563
2021-11-30,601
2021-12-01,592
2021-12-02,540
2021-12-03,442
2021-12-04,289
2021-12-05,301
2021-12-06,565
2021-12-07,563
2021-12-08,531
2021-12-09,508
2021-12-10,560
2021-12-11,331
2021-12-12,298
2021-12-13,616
2021-12-14,740
2021-12-15,725
2021-12-16,737
2021-12-17,739
2021-12-18,589
2021-12-19,579
2021-12-20,1085
2021-12-21,1541
2021-12-22,2105
2021-12-23,2132
2021-12-24,1813
2021-12-25,658
2021-12-26,1731
2021-12-27,3897
2021-12-28,5552
2021-12-29,5894
2021-12-30,5706
2021-12-31,4574
2022-01-01,2813
2022-01-02,3062
2022-01-03,5811
2022-01-04,7966
2022-01-05,8408
2022-01-06,9875
2022-01-07,6845
2022-01-08,5387
2022-01-09,4448
2022-01-10,5618
2022-01-11,4803
2022-01-12,1693
2022-01-13,2426
2022-01-14,5191
2022-01-15,5797
2022-01-16,4528
2022-01-17,7357
2022-01-18,11207
2022-01-19,11858
2022-01-20,9517
2022-01-21,7614
2022-01-22,6112
2022-01-23,5143
2022-01-24,5446
2022-01-25,6993
2022-01-26,6392
2022-01-27,5404
2022-01-28,4130
2022-01-29,3315
2022-01-30,2567
2022-01-31,4307
2022-02-01,4375
2022-02-02,3873
2022-02-03,2750
2022-02-04,1757
2022-02-05,1478
2022-02-06,775
2022-02-07,2358
2022-02-08,2348
2022-02-09,1623
2022-02-10,1660
2022-02-11,1645
2022-02-12,1042
2022-02-13,642
2022-02-14,1522
2022-02-15,1357
2022-02-16,1284
2022-02-17,1058
2022-02-18,800
2022-02-19,490
2022-02-20,451
2022-02-21,564
2022-02-22,635
2022-02-23,681
2022-02-24,577
2022-02-25,616
2022-02-26,282
2022-02-27,171
2022-02-28,389
2022-03-01,450
2022-03-02,414
2022-03-03,386
2022-03-04,270
2022-03-05,165
2022-03-06,148
2022-03-07,233
2022-03-08,219
2022-03-09,234
2022-03-10,132
2022-03-11,117
2022-03-12,72
2022-03-13,57
2022-03-14,128
2022-03-15,274
2022-03-16,242
2022-03-17,288
2022-03-18,237
2022-03-19,59
2022-03-20,96
2022-03-21,133
2022-03-22,172
2022-03-23,140
2022-03-24,125
2022-03-25,111
2022-03-26,84
2022-03-27,60
2022-03-28,228
2022-03-29,149
2022-03-30,166
2022-03-31,139
2022-04-01,130
2022-04-02,85
2022-04-03,84
2022-04-04,159
2022-04-05,132
2022-04-06,104
2022-04-07,130
2022-04-08,114
2022-04-09,86
2022-04-10,53
2022-04-11,131
2022-04-12,99
2022-04-13,128
2022-04-14,105
2022-04-15,151
2022-04-16,115
2022-04-17,57
2022-04-18,84
2022-04-19,200
2022-04-20,112
2022-04-21,105
2022-04-22,121
2022-04-23,57
2022-04-24,57
2022-04-25,251
2022-04-26,223
2022-04-27,196
2022-04-28,189
2022-04-29,163
2022-04-30,98
2022-05-01,106
2022-05-02,191
2022-05-03,235
2022-05-04,207
2022-05-05,158
2022-05-06,177
2022-05-07,142
2022-05-08,71
2022-05-09,349
2022-05-10,310
2022-05-11,324
2022-05-12,209
2022-05-13,246
2022-05-14,178
2022-05-15,215
2022-05-16,440
2022-05-17,401
2022-05-18,481
2022-05-19,514
2022-05-20,490
2022-05-21,377
2022-05-22,337
2022-05-23,509
2022-05-24,610
2022-05-25,526
2022-05-26,367
2022-05-27,399
2022-05-28,342
2022-05-29,354
2022-05-30,356
2022-05-31,672
2022-06-01,460
2022-06-02,329
2022-06-03,693
2022-06-04,479
2022-06-05,488
2022-06-06,747
2022-06-07,919
2022-06-08,686
2022-06-09,82
2022-06-10,128
2022-06-11,267
2022-06-12,615
2022-06-13,981
2022-06-14,1043
2022-06-15,1013
2022-06-16,1017
2022-06-17,966
2022-06-18,607
2022-06-19,353
2022-06-20,366
2022-06-21,601
2022-06-22,966
2022-06-23,1185
2022-06-24,1271
2022-06-25,968
2022-06-26,1122
2022-06-27,1135
2022-06-28,464
2022-06-29,710
2022-06-30,1098
2022-07-01,1047
2022-07-02,720
2022-07-03,449
2022-07-04,406
2022-07-05,3843
2022-07-06,2166
2022-07-07,1796
2022-07-08,1655
2022-07-09,1341
2022-07-10,1185
2022-07-11,1560
2022-07-12,1685
2022-07-13,1767
2022-07-14,2019
2022-07-15,1582
2022-07-16,1273
2022-07-17,912
2022-07-18,574
2022-07-19,1132
2022-07-20,2091
2022-07-21,1945
2022-07-22,1820
2022-07-23,1402
2022-07-24,1116
2022-07-25,1738
2022-07-26,1457
2022-07-27,1025
2022-07-28,1668
2022-07-29,1665
2022-07-30,1080
2022-07-31,810
2022-08-01,1621
2022-08-02,1661
2022-08-03,1391
2022-08-04,1454
2022-08-05,1372
2022-08-06,1063
2022-08-07,705
2022-08-08,1192
2022-08-09,1347
2022-08-10,1363
2022-08-11,1389
2022-08-12,1405
2022-08-13,1016
2022-08-14,860
2022-08-15,1204
2022-08-16,1567
2022-08-17,1513
2022-08-18,1583
2022-08-19,1397
2022-08-20,852
2022-08-21,280
2022-08-22,1489
2022-08-23,1788
2022-08-24,1188
2022-08-25,500
2022-08-26,1516
2022-08-27,1072
2022-08-28,966
2022-08-29,1602
2022-08-30,1689
2022-08-31,1423
2022-09-01,1203
2022-09-02,1269
2022-09-03,666
2022-09-04,607
2022-09-05,551
2022-09-06,954
2022-09-07,1164
2022-09-08,844
2022-09-09,795
2022-09-10,515
2022-09-11,370
2022-09-12,692
2022-09-13,754
2022-09-14,714
2022-09-15,507
2022-09-16,448
2022-09-17,307
2022-09-18,280
2022-09-19,447
2022-09-20,556
2022-09-21,521
2022-09-22,419
2022-09-23,357
2022-09-24,227
2022-09-25,228
2022-09-26,319
2022-09-27,354
2022-09-28,339
2022-09-29,315
2022-09-30,258
2022-10-01,192
2022-10-02,169
2022-10-03,312
2022-10-04,291
2022-10-05,309
2022-10-06,393
2022-10-07,220
2022-10-08,193
2022-10-09,153
2022-10-10,255
2022-10-11,299
2022-10-12,240
2022-10-13,237
2022-10-14,245
2022-10-15,191
2022-10-16,157
2022-10-17,216
2022-10-18,90
2022-10-19,264
2022-10-20,231
2022-10-21,311
2022-10-22,123
